"ISIid","leadau","type","journal","year","volume","issue","bp","ep","refs","cites","authn","title"
"WOS:000308057700020","Lokesh, J","Article","FISH & SHELLFISH IMMUNOLOGY",2012,"33","3","626","631",41,12,6,"Transcriptional regulation of cytokines in the intestine of Atlantic cod fed yeast derived mannan oligosaccharide or beta-Glucan and challenged with Vibrio anguillarum "
"WOS:000308506900018","Bogevik, AS","Article","JOURNAL OF FISH BIOLOGY",2012,"81","4","1391","1405",50,4,7,"The effect of dietary lipid content and stress on egg quality in farmed Atlantic cod Gadus morhua "
"WOS:000308506900019","Mandelman, JW","Article","JOURNAL OF FISH BIOLOGY",2012,"81","4","1406","1414",21,1,4,"The blood chemical status of Atlantic cod Gadus morhua following capture by jig and demersal longline with differential hook removal methods "
"WOS:000308039100011","Havenhand, JN","Article","AMBIO",2012,"41","6","637","644",57,11,1,"How will Ocean Acidification Affect Baltic Sea Ecosystems? An Assessment of Plausible Impacts on Key Functional Groups "
"WOS:000308012000011","Gaston, AJ","Article","ICES JOURNAL OF MARINE SCIENCE",2012,"69","7","1218","1225",44,15,3,"Discontinuous change in ice cover in Hudson Bay in the 1990s and some consequences for marine birds and their prey "
"WOS:000308012000020","Dalpadado, P","Article","ICES JOURNAL OF MARINE SCIENCE",2012,"69","7","1303","1316",78,22,7,"Climate effects on Barents Sea ecosystem dynamics "
"WOS:000307766300015","Vindas, MA","Article","ANIMAL COGNITION",2012,"15","5","903","911",49,4,7,"Omission of expected reward agitates Atlantic salmon (Salmo salar) "
"WOS:000308372900009","Fjellheim, AJ","Article","AQUACULTURE RESEARCH",2012,"43","10","1499","1508",35,4,4,"Inter-individual variation in the dominant intestinal microbiota of reared Atlantic cod (Gadus morhua L.) larvae "
"WOS:000308012200004","Rehberg-Haas, S","Article","ICES JOURNAL OF MARINE SCIENCE",2012,"69","8","1347","1356",54,2,5,"Otolith microstructure analysis to resolve seasonal patterns of hatching and settlement in western Baltic cod "
"WOS:000308012200006","Armannsson, H","Article","ICES JOURNAL OF MARINE SCIENCE",2012,"69","8","1372","1381",54,2,2,"Vertical migrations of saithe (Pollachius virens) in Icelandic waters as observed with data storage tags "
"WOS:000308012200020","Tenningen, M","Article","ICES JOURNAL OF MARINE SCIENCE",2012,"69","8","1523","1531",35,5,3,"The response of herring to high crowding densities in purse-seines: survival and stress reaction "
"WOS:000308066400009","Jung, KM","Article","MARINE BIOLOGY",2012,"159","9","1969","1980",58,7,6,"Egg buoyancy variability in local populations of Atlantic cod (Gadus morhua) "
"WOS:000308066400014","Laurel, BJ","Article","MARINE BIOLOGY",2012,"159","9","2025","2034",39,2,3,"Role of temperature on lipid/fatty acid composition in Pacific cod (Gadus macrocephalus) eggs and unfed larvae "
"WOS:000306657500007","Miller, D","Article","FISH AND FISHERIES",2012,"13","3","345","358",50,10,3,"Seafood mislabelling: comparisons of two western European case studies assist in defining influencing factors, mechanisms and motives "
"WOS:000307693900004","Johnsen, H","Article","GENE",2012,"505","2","221","232",57,9,2,"Sex dimorphic expression of five dmrt genes identified in the Atlantic cod genome. The fish-specific dmrt2b diverged from dmrt2a before the fish whole-genome duplication "
"WOS:000307694100005","Hodne, K","Article","GENERAL AND COMPARATIVE ENDOCRINOLOGY",2012,"178","2","206","215",48,4,5,"Optimized conditions for primary culture of pituitary cells from the Atlantic cod (Gadus morhua). The importance of osmolality, pCO(2), and pH "
"WOS:000306626700001","Lambooij, E","Article","FISHERIES RESEARCH",2012,"127","","1","8",31,2,6,"Effects of on-board storage and electrical stunning of wild cod (Gadus morhua) and haddock (Melanogrammus aeglefinus) on brain and heart activity "
"WOS:000306634400011","Cowan, M","Article","COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE",2012,"163","1","82","94",56,5,3,"Photoperiod effects on the expression of kisspeptin and gonadotropin genes in Atlantic cod, Gadus morhua, during first maturation "
"WOS:000312951500001","Hori, TS","Article","BMC GENOMICS",2012,"13","","","",70,13,5,"A moderate increase in ambient temperature modulates the Atlantic cod (Gadus morhua) spleen transcriptome response to intraperitoneal viral mimic injection "
"WOS:000307292700030","Kolbeinshavn, AG","Article","AQUACULTURE",2012,"358","","224","233",42,0,4,"Rapid growth of farmed cod in sea cages in the Faroe Islands "
"WOS:000307610900010","Wegner, KM","Article","ESTUARINE COASTAL AND SHELF SCIENCE",2012,"108","","87","96",69,4,4,"Diversity of immune genes and associated gill microbes of European plaice Pleuronectes platessa "
"WOS:000307492800020","Wither, A","Article","MARINE POLLUTION BULLETIN",2012,"64","8","1564","1579",113,5,9,"Setting new thermal standards for transitional and coastal (TraC) waters "
"WOS:000307022700010","Murphy, HM","Article","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2012,"69","8","1340","1351",66,7,4,"Interannual variation in larval survival of snapper (Chrysophrys auratus, Sparidae) is linked to diet breadth and prey availability "
"WOS:000306632800013","Holen, E","Article","FISH & SHELLFISH IMMUNOLOGY",2012,"33","2","267","276",51,6,4,"Pathogen recognition and mechanisms in Atlantic cod (Gadus morhua) head kidney cells Bacteria (LPS) and virus (poly I:C) signals through different pathways and affect distinct genes "
"WOS:000306567400004","Limborg, MT","Article","HEREDITY",2012,"109","2","96","107",58,4,7,"Imprints from genetic drift and mutation imply relative divergence times across marine transition zones in a pan-European small pelagic fish (Sprattus sprattus) "
"WOS:000306731300006","Mejri, S","Article","MARINE BIOLOGY",2012,"159","8","1693","1701",39,2,4,"Influence of different levels of dissolved oxygen on the success of Greenland halibut (Reinhardtius hippoglossoides) egg hatching and embryonic development "
"WOS:000306559300014","Morano, JL","Article","CONSERVATION BIOLOGY",2012,"26","4","698","707",40,11,7,"Acoustically Detected Year-Round Presence of Right Whales in an Urbanized Migration Corridor "
"WOS:000306478800007","Limborg, MT","Article","MOLECULAR ECOLOGY",2012,"21","15","3686","3703",80,56,8,"Environmental selection on transcriptome-derived SNPs in a high gene flow marine fish, the Atlantic herring (Clupea harengus) "
"WOS:000306171100014","Bodin, N","Article","AQUACULTURE",2012,"356","","105","115",76,3,7,"Effects of fish size and diet adaptation on growth performances and nitrogen utilization of rainbow trout (Oncorhynchus mykiss W.) juveniles given diets based on free and/or protein-bound amino acids "
"WOS:000306171100043","Bjornsson, B","Article","AQUACULTURE",2012,"356","","342","350",54,2,4,"Optimal stocking density of juvenile Atlantic cod (Gadus morhua L.) reared in a land-based farm "
"WOS:000306313000009","Star, B","Article","BIOESSAYS",2012,"34","8","648","651",30,6,2,"Why does the immune system of Atlantic cod lack MHC II? "
"WOS:000305980200004","Valenzuela, A","Article","FISH PHYSIOLOGY AND BIOCHEMISTRY",2012,"38","4","943","950",37,1,10,"Application of artificial photoperiod in fish: a factor that increases susceptibility to infectious diseases? "
"WOS:000306187800005","Torrecillas, S","Article","JOURNAL OF FISH DISEASES",2012,"35","8","591","602",71,10,7,"Effects on mortality and stress response in European sea bass, Dicentrarchus labrax (L.), fed mannan oligosaccharides (MOS) after Vibrio anguillarum exposure "
"WOS:000306174700008","Duodu, S","Article","MICROBIAL ECOLOGY",2012,"64","2","370","377",28,7,5,"The Distribution of Francisella-like Bacteria Associated with Coastal Waters in Norway "
"WOS:000306345800006","Leclerc, LME","Article","POLAR BIOLOGY",2012,"35","8","1197","1208",47,10,6,"A missing piece in the Arctic food web puzzle? Stomach contents of Greenland sharks sampled in Svalbard, Norway "
"WOS:000305822500007","Lazado, CC","Article","AQUACULTURE NUTRITION",2012,"18","4","423","431",49,7,3,"Enzymes from the gut bacteria of Atlantic cod, Gadus morhua and their influence on intestinal enzyme activity "
"WOS:000305822500009","Thanuthong, T","Article","AQUACULTURE NUTRITION",2012,"18","4","441","456",33,2,5,"Short-term food deprivation before a fish oil finishing strategy improves the deposition of n-3 LC-PUFA, but not the washing-out of C18 PUFA in rainbow trout "
"WOS:000305726200004","Cook, DG","Article","COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE",2012,"162","4","310","316",49,4,2,"Low O-2 avoidance is associated with physiological perturbation but not exhaustion in the snapper (Pagrus auratus: Sparidae) "
"WOS:000302986400039","Arvizu-Flores, AA","Article","FOOD CHEMISTRY",2012,"133","3","898","904",32,2,11,"Thermodynamic activation and structural analysis of trypsin I from Monterey sardine (Sardinops sagax caerulea) "
"WOS:000307137100014","Behera, T","Article","VACCINE",2012,"30","35","5278","5284",64,7,2,"Antigen adsorbed surface modified poly-epsilon-caprolactone microspheres stimulates both adaptive and innate immune response in fish "
"WOS:000305100300008","Meager, JJ","Article","PHYSIOLOGY & BEHAVIOR",2012,"106","4","462","470",66,2,8,"Multidimensionality of behavioural phenotypes in Atlantic cod, Gadus morhua "
"WOS:000306751300006","MacKenzie, BR","Article","PLOS ONE",2012,"7","7","","",127,8,2,"Spawning of Bluefin Tuna in the Black Sea: Historical Evidence, Environmental Constraints and Population Plasticity "
"WOS:000306441000052","Bustnes, JO","Article","ENVIRONMENTAL SCIENCE & TECHNOLOGY",2012,"46","14","7836","7843",38,4,6,"Latitudinal Distribution of Persistent Organic Pollutants in Pelagic and Demersal Marine Fish on the Norwegian Coast "
"WOS:000304453000011","Kuparinen, A","Article","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2012,"279","1738","2571","2579",62,27,2,"Consequences of fisheries-induced evolution for population productivity and recovery potential "
"WOS:000308936600001","Zhuang, X","Article","BMC GENOMICS",2012,"13","","","",27,2,4,"Protein genes in repetitive sequence-antifreeze glycoproteins in Atlantic cod genome "
"WOS:000312631200005","Millot, S","Article","AQUATIC LIVING RESOURCES",2012,"25","3","251","258",25,2,5,"Evaluation of self-feeders as a tool to study diet preferences in groups of Atlantic cod (Gadus morhua) "
"WOS:000312448400019","Olsen, EM","Article","ECOLOGY AND EVOLUTION",2012,"2","7","1549","1562",81,17,4,"Harvest selection on Atlantic cod behavioral traits: implications for spatial management "
"WOS:000309422700005","Harlioglu, AG","Article","IRANIAN JOURNAL OF FISHERIES SCIENCES",2012,"11","3","504","517",45,0,1,"Effect of solvent extracted soybean meal and full-fat soya on the protein and amino acid digestibility and body amino acid composition in rainbow trout (Oncorhynchus mykiss) "
"WOS:000306931600005","Sogabe, A","Article","ICHTHYOLOGICAL RESEARCH",2012,"59","3","223","229",39,1,3,"Reproductive seasonality of the seaweed pipefish Syngnathus schlegeli (Syngnathidae) in the Seto Inland Sea, Japan "
"WOS:000306473000018","Tamdrari, H","Article","JOURNAL OF FISH BIOLOGY",2012,"81","2","714","727",60,5,4,"Homing and group cohesion in Atlantic cod Gadus morhua revealed by tagging experiments "
"WOS:000306184700015","Lazado, CC","Article","AQUACULTURE RESEARCH",2012,"43","8","1194","1199",28,4,2,"Activation of intestinal epithelial cells in Atlantic cod, Gadus morhua, induced by algal derivatives "
"WOS:000306298500011","Ryan, MR","Article","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY",2012,"422","","81","87",40,5,4,"Predators and distance between habitat patches modify gap crossing behaviour of juvenile Atlantic cod (Gadus morhua, L. 1758) "
"WOS:000306000100002","Keith, DM","Article","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2012,"69","7","1150","1163",51,28,2,"Population dynamics of marine fishes at low abundance "
"WOS:000305823400017","Kesaniemi, JE","Article","INTEGRATIVE AND COMPARATIVE BIOLOGY",2012,"52","1","181","196",93,6,3,"Polymorphism in Developmental Mode and Its Effect on Population Genetic Structure of a Spionid Polychaete, Pygospio elegans "
"WOS:000305849400011","Guiry, EJ","Article","JOURNAL OF ARCHAEOLOGICAL SCIENCE",2012,"39","7","2012","2022",64,4,4,"A stable isotope method for identifying transatlantic origin of pig (Sus scrofa) remains at French and English fishing stations in Newfoundland "
"WOS:000305896400010","Rees, BB","Article","JOURNAL OF FISH BIOLOGY",2012,"81","1","148","164",47,3,6,"Temporal dynamics in growth and white skeletal muscle composition of the mummichog Fundulus heteroclitus during chronic hypoxia and hyperoxia "
"WOS:000306049400002","Svensson, CJ","Article","JOURNAL OF SEA RESEARCH",2012,"71","","9","13",45,2,1,"Seal dynamics on the Swedish west coast: Scenarios of competition as Baltic grey seal intrude on harbour seal territory "
"WOS:000305963100017","Benjamins, S","Article","MARINE MAMMAL SCIENCE",2012,"28","3","579","601",46,4,4,"Assessing changes in numbers and distribution of large whale entanglements in Newfoundland and Labrador, Canada "
"WOS:000304846100004","Attramadal, KJK","Article","AQUACULTURAL ENGINEERING",2012,"49","","23","34",71,5,6,"Ceramic clay reduces the load of organic matter and bacteria in marine fish larval culture tanks "
"WOS:000305606300007","Hidalgo, M","Article","ECOGRAPHY",2012,"35","7","637","649",73,5,12,"Context-dependent interplays between truncated demographies and climate variation shape the population growth rate of a harvested species "
"WOS:000305460200024","Perez-Rodriguez, A","Article","ICES JOURNAL OF MARINE SCIENCE",2012,"69","5","902","912",54,5,3,"Changes and trends in the demersal fish community of the Flemish Cap, Northwest Atlantic, in the period 1988-2008 "
"WOS:000305460200025","Rothschild, BJ","Article","ICES JOURNAL OF MARINE SCIENCE",2012,"69","5","913","922",11,2,2,"Characterizing variation in Northwest Atlantic fish-stock abundance "
"WOS:000305062400006","Touraki, M","Article","JOURNAL OF FISH DISEASES",2012,"35","7","513","522",64,1,3,"Treatment of vibriosis in European sea bass larvae, Dicentrarchus labrax L., with oxolinic acid administered by bath or through medicated nauplii of Artemia franciscana (Kellogg): efficacy and residual kinetics "
"WOS:000304818800002","Daverat, F","Article","ECOLOGY OF FRESHWATER FISH",2012,"21","3","325","336",65,11,11,"One century of eel growth: changes and implications "
"WOS:000305183900003","Jones, SJ","Article","GLOBAL ECOLOGY AND BIOGEOGRAPHY",2012,"21","7","716","724",43,7,3,"Climate change and historical biogeography of the barnacle Semibalanus balanoides "
"WOS:000304640500012","Olsvik, PA","Article","JOURNAL OF ENVIRONMENTAL RADIOACTIVITY",2012,"109","","84","93",61,2,5,"Low impact of exposure to environmentally relevant doses of Ra-226 in Atlantic cod (Gadus morhua) embryonic cells "
"WOS:000303284500033","Peltier, H","Article","ECOLOGICAL INDICATORS",2012,"18","","278","290",63,22,7,"The significance of stranding data as indicators of cetacean populations at sea: Modelling the drift of cetacean carcasses "
"WOS:000306093600010","Ahlbeck, I","Article","BOREAL ENVIRONMENT RESEARCH",2012,"17","3-4","291","304",70,1,2,"Rearing environment affects important life skills in pikeperch (Sander lucioperca) "
"WOS:000307086500022","Addis, MF","Article","JOURNAL OF PROTEOMICS",2012,"75","12","3654","3664",33,8,9,"2D DIGE/MS to investigate the impact of slaughtering techniques on postmortem integrity of fish filet proteins "
"WOS:000310708000001","Sjodin, A","Article","BMC GENOMICS",2012,"13","","","",74,19,10,"Genome characterisation of the genus Francisella reveals insight into similar evolutionary paths in pathogens of mammals and fish "
"WOS:000305862800004","Wilson, CA","Article","ESTUARINE COASTAL AND SHELF SCIENCE",2012,"106","","33","44",76,7,3,"The effects of crab bioturbation on Mid-Atlantic saltmarsh tidal creek extension: Geotechnical and geochemical changes "
"WOS:000305693200050","Larsson, T","Article","PLOS ONE",2012,"7","6","","",41,6,6,"Gene Expression Profiling of Soft and Firm Atlantic Salmon Fillet "
"WOS:000305068800009","Jerez, S","Article","AQUACULTURE",2012,"350","","54","62",80,6,6,"Influence of age of female gilthead seabream (Sparus aurata L.) broodstock on spawning quality throughout the reproductive season "
"WOS:000308370400001","Haugen, T","Article","REPRODUCTIVE BIOLOGY AND ENDOCRINOLOGY",2012,"10","","","",56,7,10,"Sex differentiation in Atlantic cod (Gadus morhua L.): morphological and gene expression studies "
"WOS:000304643800020","Forberg, T","Article","VETERINARY MICROBIOLOGY",2012,"157","3-4","420","427",32,4,4,"Bacterial composition and activity determines host gene-expression responses in gnotobiotic Atlantic cod (Gadus morhua) larvae "
"WOS:000309697800009","Lee, J","Article","TURKISH JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2012,"12","2","253","258",29,0,4,"Efects of Water Temperature and Post-Feeding Period on Postprandial Ammonia Excretion and Oxygen Consumption by Larval Pacific Cod (Gadus macrocephalus) Fed Rotifers (Brachionus plicatilis) "
"WOS:000305836600001","Hutchings, JA","Article","ECOLOGICAL APPLICATIONS",2012,"22","4","1061","1067",48,31,5,"Life-history correlates of extinction risk and recovery potential "
"WOS:000305521000005","Fronczyk, K","Article","ENVIRONMENTAL AND ECOLOGICAL STATISTICS",2012,"19","2","183","204",34,0,3,"Flexible modeling for stock-recruitment relationships using Bayesian nonparametric mixtures "
"WOS:000305296600017","Altieri, AH","Article","ECOLOGY",2012,"93","6","1402","1410",61,37,5,"A trophic cascade triggers collapse of a salt-marsh ecosystem with intensive recreational fishing "
"WOS:000305067600006","Ottesen, OH","Article","JOURNAL OF THE WORLD AQUACULTURE SOCIETY",2012,"43","3","375","386",57,1,3,"Effects of Cryopreservation on Morphology and Viability of Sperm and Larvae of Atlantic Cod, Gadus morhua L. "
"WOS:000304533800001","Swain, DP","Article","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2012,"69","6","997","1001",12,18,2,"Forage fish and the factors governing recovery of Atlantic cod (Gadus morhua) on the eastern Scotian Shelf "
"WOS:000304533800010","Devine, JA","Article","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2012,"69","6","1105","1120",114,18,4,"Comparing rates of contemporary evolution in life-history traits for exploited fish stocks "
"WOS:000304251800024","Gisbert, E","Article","JOURNAL OF APPLIED ICHTHYOLOGY",2012,"28","3","441","445",29,1,3,"Advantages and limitations of X-ray and computed tomography systems for the study of the skeleton in meagre (Argyrosomus regius) "
"WOS:000304610200006","Campos, VF","Article","JOURNAL OF BIOSCIENCES",2012,"37","2","227","232",30,3,9,"Neuropeptide Y gene expression around meal time in the Brazilian flounder Paralichthys orbignyanus "
"WOS:000304222700003","Hoshino, E","Article","FISHERIES RESEARCH",2012,"121","","17","30",46,3,3,"Bioeconomic adaptive management procedures for short-lived species: A case study of Pacific saury (Cololabis saira) and Japanese common squid (Todarodes pacificus) "
"WOS:000304222700013","Arechavala-Lopez, P","Article","FISHERIES RESEARCH",2012,"121","","126","135",58,17,5,"Post-escape dispersion of farmed seabream (Sparus aurata L.) and recaptures by local "
"WOS:000304102300007","Koedijk, R","Article","AQUACULTURE INTERNATIONAL",2012,"20","3","467","479",30,1,6,"Larval rearing environment influences the physiological adaptation in juvenile Atlantic cod, Gadus morhua "
"WOS:000304119200011","Larsen, PF","Article","BIOCHEMICAL GENETICS",2012,"50","5-6","454","466",49,9,6,"Differences in Salinity Tolerance and Gene Expression Between Two Populations of Atlantic Cod (Gadus morhua) in Response to Salinity Stress "
"WOS:000304119100024","Liu, CH","Article","FISH PHYSIOLOGY AND BIOCHEMISTRY",2012,"38","3","837","848",49,2,3,"Purification and characterization of trypsin from the pyloric ceca of orange-spotted grouper, Epinephelus coioides "
"WOS:000303763600004","Neuheimer, AB","Article","GLOBAL CHANGE BIOLOGY",2012,"18","6","1812","1822",91,18,2,"Climate effects on size-at-age: growth in warming waters compensates for earlier maturity in an exploited marine fish "
"WOS:000303808300006","Bland, F","Article","JOURNAL OF FISH DISEASES",2012,"35","6","447","454",14,6,4,"Development and validation of a range of endogenous controls to support the implementation of practical Taqman real-time PCR-based surveillance for fish diseases within aquaculture "
"WOS:000303808300007","Leknes, IL","Article","JOURNAL OF FISH DISEASES",2012,"35","6","455","460",42,0,1,"Blood cleansing cells in head kidney and spleen in Buenos Aires tetra, Hyphessobrycon anisitsi (Eigenmann), (Characidae: Teleostei) "
"WOS:000303154800007","Gruenthal, KM","Article","EVOLUTIONARY APPLICATIONS",2012,"5","4","405","417",63,7,2,"Toward responsible stock enhancement: broadcast spawning dynamics and adaptive genetic management in white seabass aquaculture "
"WOS:000302951000026","Roy, BC","Article","JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE",2012,"92","8","1755","1764",83,2,4,"Structural and ultrastructural changes of full-cycle cultured Pacific bluefin tuna (Thunnus orientalis) muscle slices during chilled storage "
"WOS:000305345300079","Galuardi, B","Article","PLOS ONE",2012,"7","5","","",69,18,2,"Dispersal Routes and Habitat Utilization of Juvenile Atlantic Bluefin Tuna, Thunnus thynnus, Tracked with Mini PSAT and Archival Tags "
"WOS:000307404400001","Kester, CT","Article","AFRICAN JOURNAL OF MICROBIOLOGY RESEARCH",2012,"6","18","3970","3975",22,0,3,"Assessment of the microbial hazardous status of cold-smoked Atlantic Cod, Gadus morhua, retailed in some selected markets in Ota, Ogun State, Nigeria "
"WOS:000304049000003","Korsnes, K","Article","DISEASES OF AQUATIC ORGANISMS",2012,"99","1","13","21",46,3,4,"Horizontal transmission of nervous necrosis virus between turbot Scophthalmus maximus and Atlantic cod Gadus morhua using cohabitation challenge "
"WOS:000305336100072","Nagasawa, K","Article","PLOS ONE",2012,"7","5","","",43,10,3,"Photoperiod Influences Growth and mll (Mixed-Lineage Leukaemia) Expression in Atlantic Cod "
"WOS:000312447700001","Laflamme, S","Article","ECOLOGY AND EVOLUTION",2012,"2","5","875","884",56,5,5,"RNA/DNA ratios in American glass eels (Anguilla rostrata): evidence for latitudinal variation in physiological status and constraints to oceanic migration? "
"WOS:000311924200018","Dobrzanski, Z","Article","PRZEMYSL CHEMICZNY",2012,"91","5","733","737",13,4,6,"Physicochemical properties of solid fish-processing wastes and their uses in nutraceutical and biomedical productions "
"WOS:000304733000001","Gotanda, KM","Article","CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE",2012,"90","5","545","554",79,3,4,"Critical swim speed and fast-start response in the African cichlid Pseudocrenilabrus multicolor victoriae: convergent performance in divergent oxygen regimes "
"WOS:000304583200022","Holland, DS","Article","ECOLOGICAL ECONOMICS",2012,"77","","207","218",51,3,2,"The impact of age structure, uncertainty, and asymmetric spatial dynamics on regulatory performance in a fishery metapopulation "
"WOS:000304611400046","Nielsen, EE","Article","NATURE COMMUNICATIONS",2012,"3","","","",39,42,51,"Gene-associated markers provide tools for tackling illegal fishing and false eco-certification "
"WOS:000304338200027","Fewtrell, JL","Article","MARINE POLLUTION BULLETIN",2012,"64","5","984","993",66,10,2,"Impact of air gun noise on the behaviour of marine fish and squid "
"WOS:000303447800004","Bartolino, V","Article","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2012,"69","5","833","841",44,7,6,"Historical spatiotemporal dynamics of eastern North Sea cod "
"WOS:000303496300003","Arechavala-Lopez, P","Article","JOURNAL OF FISH BIOLOGY",2012,"80","6","2159","2175",52,7,5,"Discriminating farmed gilthead sea bream Sparus aurata and European sea bass Dicentrarchus labrax from wild stocks through scales and otoliths "
"WOS:000303391700010","Sveegaard, S","Article","MARINE BIOLOGY",2012,"159","5","1029","1037",52,7,6,"Correlation between the seasonal distribution of harbour porpoises and their prey in the Sound, Baltic Sea "
"WOS:000303043500001","Pert, CC","Article","AQUACULTURE RESEARCH",2012,"43","6","799","805",20,2,4,"The settlement and reproductive success of Lepeophtheirus salmonis (Kroyer 1837 Copepoda: Caligidae) on atypical hosts "
"WOS:000303043500016","Jolivet, A","Article","AQUACULTURE RESEARCH",2012,"43","6","949","954",27,5,5,"Preliminary observations of survival and growth of European hake in captivity "
"WOS:000302804400003","Pampoulie, C","Article","ICES JOURNAL OF MARINE SCIENCE",2012,"69","4","508","515",50,3,4,"Genetic structure of the Atlantic wolffish (Anarhichas lupus L.) at Icelandic fishing grounds: another evidence of panmixia in Iceland? "
"WOS:000302804400006","Heino, M","Article","ICES JOURNAL OF MARINE SCIENCE",2012,"69","4","537","546",52,0,4,"Seasonal dynamics of growth and mortality suggest contrasting population structure and ecology for cod, pollack, and saithe in a Norwegian fjord "
"WOS:000302622600026","Martinez, O","Article","INTERNATIONAL JOURNAL OF FOOD SCIENCE AND TECHNOLOGY",2012,"47","5","1086","1096",64,5,5,"Physicochemical, sensorial and textural characteristics of liquid-smoked salmon (Salmo salar) as affected by salting treatment and sugar addition "
"WOS:000302863800001","Li, NP","Article","NATURAL RESOURCE MODELING",2012,"25","2","273","324",38,0,2,"A JUVENILE-ADULT DISCRETE-TIME PRODUCTION MODEL OF EXPLOITED FISHERY SYSTEMS "
"WOS:000302673300004","Friesen, CN","Article","COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE",2012,"162","1","22","30",69,6,3,"The effect of hypoxia on sex hormones in an African cichlid Pseudocrenilabrus multicolor victoriae "
"WOS:000302615000005","Zerihun, MA","Article","JOURNAL OF FISH DISEASES",2012,"35","5","365","377",58,3,3,"Experimental mycobacteriosis in Atlantic cod, Gadus morhua L. "
"WOS:000302485200027","Segers, FHID","Article","BEHAVIORAL ECOLOGY",2012,"23","3","665","671",55,4,2,"Competition level determines compensatory growth abilities "
"WOS:000302440400001","Conti, L","Article","FISHERIES RESEARCH",2012,"119","","1","12",53,3,4,"Long-term changes and recurrent patterns in fisheries landings from Large Marine Ecosystems (1950-2004) "
"WOS:000302552900013","Jorde, PE","Article","MOLECULAR ECOLOGY RESOURCES",2012,"12","3","476","480",11,8,1,"Allele frequency covariance among cohorts and its use in estimating effective size of age-structured populations "
"WOS:000300591800003","Meyer, S","Article","JOURNAL OF MARINE SYSTEMS",2012,"93","","11","24",75,17,15,"On the edge of death: Rates of decline and lower thresholds of biochemical condition in food-deprived fish larvae and juveniles "
"WOS:000300591800004","Thanassekos, S","Article","JOURNAL OF MARINE SYSTEMS",2012,"93","","25","38",70,6,2,"An Individual Based Model of Arctic cod (Boreogadus saida) early life in Arctic polynyas: I. Simulated growth in relation to hatch date in the Northeast Water (Greenland Sea) and the North Water (Baffin Bay) "
"WOS:000300591800009","Peck, MA","Article","JOURNAL OF MARINE SYSTEMS",2012,"93","","77","93",141,34,2,"Can IBMs tell us why most larvae die in the sea? Model sensitivities and scenarios reveal research needs "
"WOS:000300465100002","Gaarder, MO","Article","FOOD CHEMISTRY",2012,"132","1","9","17",73,8,5,"Relevance of calpain and calpastatin activity for texture in super-chilled and ice-stored Atlantic salmon (Salmo salar L.) fillets "
"WOS:000306361500001","Ruangsri, J","Article","BMC VETERINARY RESEARCH",2012,"8","","","",52,6,5,"Ubiquitous presence of piscidin-1 in Atlantic cod as evidenced by immunolocalisation "
"WOS:000305339200030","Lech, GP","Article","PLOS ONE",2012,"7","4","","",62,5,2,"Plant Products Affect Growth and Digestive Efficiency of Cultured Florida Pompano (Trachinotus carolinus) Fed Compounded Diets "
"WOS:000305336200054","Fukunishi, Y","Article","PLOS ONE",2012,"7","4","","",54,3,5,"Effect of Sub-Lethal Exposure to Ultraviolet Radiation on the Escape Performance of Atlantic Cod Larvae (Gadus morhua) "
"WOS:000304506200026","Caipang, CMA","Article","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY",2012,"416","","202","207",45,5,4,"Transcription of selected immune-related genes in spleen cells of cod, Gadus morhua following incubation with alginic acid and beta-glucan "
"WOS:000303293500014","Senadheera, SD","Article","AQUACULTURE",2012,"342","","80","88",47,4,4,"Effects of dietary iron supplementation on growth performance, fatty acid composition and fatty acid metabolism in rainbow trout (Oncorhynchus mykiss) fed vegetable oil based diets "
"WOS:000300719100009","Gerdeaux, D","Article","RAPID COMMUNICATIONS IN MASS SPECTROMETRY",2012,"26","7","785","792",30,1,2,"Inferring occurrence of growth checks in pike (Esox lucius) scales by using sequential isotopic analysis of otoliths "
"WOS:000305221200004","Drivenes, O","Article","MARINE BIOTECHNOLOGY",2012,"14","2","167","176",55,14,3,"Gene Expression Profiling of Atlantic Cod (Gadus morhua) Embryogenesis Using Microarray "
"WOS:000304117000011","Karlsson, A","Article","FISH PHYSIOLOGY AND BIOCHEMISTRY",2012,"38","2","401","411",29,1,4,"Pre-anaesthetic metomidate sedation delays the stress response after caudal artery cannulation in Atlantic cod (Gadus morhua) "
